stage,variant_name,variant,dataset,simulation_days,run_id,status,official_net,gross_income,distance_cost,gross_minus_cost,preference_penalty,official_net_delta_vs_b0,gross_delta_vs_b0,preference_penalty_delta_vs_b0,expected_official_net,score_accounting_ok,take_count,wait_count,reposition_count,query_minutes,query_minutes_per_take,qwen_compile_calls,qwen_compile_cache_hits,qwen_compile_or_cache_hit_count,qwen_link_calls,qwen_link_or_cache_hit_count,qwen_auditor_calls,qwen_audit_adjustment_nonzero_count,controller_scored_candidate_count,candidate_rule_eval_count,score_changed_by_controller_count,changed_decision_count,hard_block_count,soft_penalty_count,repair_value_count,visible_graph_used_count,terminal_value_used_count,income_abort_count,illegal_count,rejected_take_count,simulation_failures,abort_count,failure_count,objective_score,keep_or_kill,params_json,env_json,notes,command,exit_code,started_at,finished_at,duration_seconds,variant_key,trial_id,params_hash,run_dir,repair_trigger_count,repair_minutes_total,repair_wait_minutes_per_day_p50,repair_wait_minutes_per_day_p90,repair_wait_minutes_per_day_max,b0_shadow_override_count,b0_shadow_fallback_count,net_delta_vs_b0,penalty_delta_vs_b0,auditor_adjustment_nonzero,controller_score_changed,json_valid_rate,graph_alpha,package_candidate,top5_0509_sanity,fallback_to_b0,default_variant_verified,selected_reason
TRIAL,trial_060,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_060,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.5,""cap_discount"":0.25,""gross_floor_curve"":""mild"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":200,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":1.0,""repair_start_day"":20,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.1,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.05}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.5"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.25"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""200"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.0"",""CROWN_FUSE_REPAIR_START_DAY"":""20"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.05""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_060,0,,,,TRIAL,trial_060,60642c28b208,runs/fuse/search/20260529/trial_060,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_061,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_061,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.5,""gross_floor_curve"":""off"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":120,""min_profit_to_override_repair"":350,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":2.0,""repair_start_day"":8,""repair_value_scale"":0.75,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.05,""verified_penalty_scale"":0.75,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.5"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""120"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""350"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""2.0"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.75"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.75"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_061,0,,,,TRIAL,trial_061,b523ae63b74d,runs/fuse/search/20260529/trial_061,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_062,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_062,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":1.0,""gross_floor_curve"":""strong"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":600,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":0.8,""repair_start_day"":15,""repair_value_scale"":0.5,""soft_violation_profit_threshold"":1000,""unknown_soft_risk"":0.25,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.15}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""1.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""strong"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""600"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""15"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.5"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""1000"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.25"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.15""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_062,0,,,,TRIAL,trial_062,73a9b121aab2,runs/fuse/search/20260529/trial_062,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_063,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_063,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":1.0,""cap_discount"":0.0,""gross_floor_curve"":""medium"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":120,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":20,""repair_roi_threshold"":1.5,""repair_start_day"":1,""repair_value_scale"":0.25,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.1,""verified_penalty_scale"":1.0,""wait_repair_strength"":1.0}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""1.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""medium"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""120"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""20"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.5"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.25"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""1.0""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_063,0,,,,TRIAL,trial_063,efa703afa272,runs/fuse/search/20260529/trial_063,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_064,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_064,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.5,""cap_discount"":0.25,""gross_floor_curve"":""mild"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":200,""qwen_auditor_numeric"":0,""repair_end_day"":28,""repair_roi_threshold"":3.0,""repair_start_day"":12,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.05,""verified_penalty_scale"":0.75,""wait_repair_strength"":0.3}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.5"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.25"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""200"",""CROWN_FUSE_REPAIR_END_DAY"":""28"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""3.0"",""CROWN_FUSE_REPAIR_START_DAY"":""12"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.75"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.3""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_064,0,,,,TRIAL,trial_064,d1b12c8fcb50,runs/fuse/search/20260529/trial_064,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_065,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_065,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.5,""gross_floor_curve"":""off"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":120,""min_profit_to_override_repair"":350,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":1.0,""repair_start_day"":20,""repair_value_scale"":0.75,""soft_violation_profit_threshold"":1000,""unknown_soft_risk"":0.25,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.1}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.5"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""120"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""350"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.0"",""CROWN_FUSE_REPAIR_START_DAY"":""20"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.75"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""1000"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.25"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.1""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_065,0,,,,TRIAL,trial_065,d41426a43998,runs/fuse/search/20260529/trial_065,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_066,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_066,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":1.0,""gross_floor_curve"":""strong"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":600,""qwen_auditor_numeric"":0,""repair_end_day"":24,""repair_roi_threshold"":2.0,""repair_start_day"":8,""repair_value_scale"":0.5,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.1,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.75}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""1.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""strong"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""600"",""CROWN_FUSE_REPAIR_END_DAY"":""24"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""2.0"",""CROWN_FUSE_REPAIR_START_DAY"":""8"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.5"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.75""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_066,0,,,,TRIAL,trial_066,27c38227ff75,runs/fuse/search/20260529/trial_066,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_067,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_067,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":1.0,""cap_discount"":0.0,""gross_floor_curve"":""medium"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":120,""min_profit_to_override_repair"":100,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":0.8,""repair_start_day"":15,""repair_value_scale"":0.25,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.05,""verified_penalty_scale"":0.75,""wait_repair_strength"":0.2}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""1.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""medium"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""120"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""100"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""0.8"",""CROWN_FUSE_REPAIR_START_DAY"":""15"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.25"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.75"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.2""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_067,0,,,,TRIAL,trial_067,e4bac0583f37,runs/fuse/search/20260529/trial_067,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_068,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_068,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.5,""cap_discount"":0.25,""gross_floor_curve"":""mild"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":200,""qwen_auditor_numeric"":0,""repair_end_day"":20,""repair_roi_threshold"":1.5,""repair_start_day"":1,""repair_value_scale"":1.0,""soft_violation_profit_threshold"":1000,""unknown_soft_risk"":0.25,""verified_penalty_scale"":0.5,""wait_repair_strength"":0.05}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.5"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.25"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""mild"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""200"",""CROWN_FUSE_REPAIR_END_DAY"":""20"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.5"",""CROWN_FUSE_REPAIR_START_DAY"":""1"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""1.0"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""1000"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.25"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.5"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.05""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_068,0,,,,TRIAL,trial_068,ee49f3f4d77d,runs/fuse/search/20260529/trial_068,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_069,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_069,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.25,""cap_discount"":0.5,""gross_floor_curve"":""off"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":120,""min_profit_to_override_repair"":350,""qwen_auditor_numeric"":0,""repair_end_day"":28,""repair_roi_threshold"":3.0,""repair_start_day"":12,""repair_value_scale"":0.75,""soft_violation_profit_threshold"":200,""unknown_soft_risk"":0.1,""verified_penalty_scale"":1.0,""wait_repair_strength"":0.5}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.25"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""0.5"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""off"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""120"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""350"",""CROWN_FUSE_REPAIR_END_DAY"":""28"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""3.0"",""CROWN_FUSE_REPAIR_START_DAY"":""12"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.75"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""200"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.1"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""1.0"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.5""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_069,0,,,,TRIAL,trial_069,4855ade73486,runs/fuse/search/20260529/trial_069,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
TRIAL,trial_070,fuse_targeted_repair,20260529,31,runs/fuse/search/20260529/trial_070,EXECUTED,5067.69,60293.77,17086.08,43207.69,38140.0,0.0,0.0,0.0,5067.69,True,89,163,0,3306,37.15,10,499,509,242,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7440.46,kill_below_b0_or_no_penalty_gain,"{""already_failed_discount"":0.0,""cap_discount"":1.0,""gross_floor_curve"":""strong"",""lost_gross_cap"":2000,""max_repair_wait_per_day"":720,""min_profit_to_override_repair"":600,""qwen_auditor_numeric"":0,""repair_end_day"":31,""repair_roi_threshold"":1.0,""repair_start_day"":20,""repair_value_scale"":0.5,""soft_violation_profit_threshold"":500,""unknown_soft_risk"":0.05,""verified_penalty_scale"":0.75,""wait_repair_strength"":0.15}","{""CROWN_FUSE_ALREADY_FAILED_DISCOUNT"":""0.0"",""CROWN_FUSE_AUDITOR_NUMERIC"":""0"",""CROWN_FUSE_CAP_DISCOUNT"":""1.0"",""CROWN_FUSE_ENABLE_TARGETED_REPAIR"":""1"",""CROWN_FUSE_GROSS_FLOOR_CURVE"":""strong"",""CROWN_FUSE_LOST_GROSS_CAP"":""2000"",""CROWN_FUSE_MAX_REPAIR_WAIT_PER_DAY"":""720"",""CROWN_FUSE_MIN_PROFIT_TO_OVERRIDE_REPAIR"":""600"",""CROWN_FUSE_REPAIR_END_DAY"":""31"",""CROWN_FUSE_REPAIR_ROI_THRESHOLD"":""1.0"",""CROWN_FUSE_REPAIR_START_DAY"":""20"",""CROWN_FUSE_REPAIR_VALUE_SCALE"":""0.5"",""CROWN_FUSE_SOFT_VIOLATION_PROFIT_THRESHOLD"":""500"",""CROWN_FUSE_UNKNOWN_SOFT_RISK"":""0.05"",""CROWN_FUSE_VERIFIED_PENALTY_SCALE"":""0.75"",""CROWN_FUSE_WAIT_REPAIR_STRENGTH"":""0.15""}",Executed Fuse targeted repair grid row.,existing run summarized: runs\fuse\search\20260529\trial_070,0,,,,TRIAL,trial_070,0ad8a1bc49f7,runs/fuse/search/20260529/trial_070,0,0,0.0,0.0,0,0,252,0.0,0.0,0,0,0.0,,false,false,false,false,
